"X","Y","month","day","temp","RH","wind","rain","area"
7,4,"oct","sat",14.6,33,1.3,0,0
8,6,"aug","mon",1.3,27,3.1,0,0
8,6,"sep","tue",13.1,63,5.4,0,0
6,5,"aug","fri",17,72,6.7,0,0
6,5,"sep","mon",21.3,42,2.2,0,0
6,5,"sep","wed",26.4,21,4.5,0,0
6,5,"sep","fri",22.9,44,5.4,0,0
6,4,"sep","tue",18.3,40,2.7,0,0
5,4,"sep","mon",19.1,38,2.7,0,0
7,4,"jun","sun",21,44,4.5,0,0
7,4,"aug","sat",19.5,43,5.8,0,0
7,4,"aug","sat",23.7,32,5.8,0,0
7,4,"aug","sun",16.3,60,5.4,0,0
7,4,"sep","fri",19,34,5.8,0,0
7,4,"sep","mon",19.4,48,1.3,0,0
7,3,"oct","sat",17.8,27,4,0,0
4,4,"mar","tue",14.1,43,2.7,0,0
4,4,"jul","tue",23.3,37,3.1,0,0
4,4,"sep","wed",12.9,74,4.9,0,0
5,6,"sep","wed",25.9,24,4,0,0
5,6,"sep","mon",14.7,70,3.6,0,0
4,4,"mar","mon",11.8,35,1.8,0,0
4,4,"mar","mon",11,46,5.8,0,0
4,4,"sep","thu",20.8,17,1.3,0,0
4,3,"aug","sun",21.5,4.3,2.2,0,0
4,3,"aug","wed",20.4,42,4.9,0,0
4,3,"sep","thu",27.7,24,2.2,0,0
4,3,"oct","sun",13.8,50,2.7,0,0
2,2,"feb","mon",13.9,40,5.4,0,0
2,2,"feb","fri",12.3,51,0.9,0,0
2,2,"mar","sun",11.5,39,5.8,0,0
2,2,"mar","sun",5.5,59,6.3,0,0
2,2,"aug","thu",18.8,35,4.9,0,0
2,2,"aug","mon",23.1,31,3.1,0,0
2,2,"aug","thu",18.6,44,4.5,0,0
2,2,"sep","fri",23,37,4.5,0,0
4,5,"mar","fri",17.2,26,4.5,0,0
4,5,"mar","fri",83.3,27,7.6,0,0
5,4,"mar","fri",15.6,25,6.3,0,0
5,4,"aug","tue",17.3,43,4.5,0,0
5,4,"sep","fri",27.6,30,1.3,0,0
9,9,"feb","thu",6.7,79,3.1,0,0
1,2,"aug","fri",14.7,66,2.7,0,0
1,2,"aug","wed",16.6,47,0.9,0,0
1,2,"sep","sun",25.3,36,3.6,0,0
6,5,"aug","sat",14.7,59,5.8,0,0
8,6,"mar","fri",17.4,24,5.4,0,0
8,6,"aug","sun",20.8,32,6.3,0,0
4,4,"sep","sun",17.8,64,1.3,0,0
3,4,"feb","sat",12.7,48,1.8,0,0
3,4,"aug","sun",11.6,87,4.5,0,0
3,4,"aug","sun",19.8,39,5.4,0,0
3,4,"aug","tue",14.4,66,5.4,0,0
2,4,"aug","tue",20.1,40,4,0,0
4,5,"mar","fri",12.7,52,6.3,0,0
4,5,"mar","thu",18.2,29,3.1,0,0
4,5,"aug","sun",21.4,33,3.1,0,0
4,5,"sep","sat",20.3,45,3.1,0,0
4,5,"sep","mon",17.4,56,5.4,0,0
4,4,"mar","fri",13.7,43,5.8,0,0
3,4,"sep","mon",18.9,35,2.7,0,0
3,5,"mar","tue",15.5,27,6.3,0,0
3,4,"mar","sat",11.6,30,6.3,0,0
3,4,"mar","mon",10.6,30,4,0,0
3,4,"aug","mon",17.1,43,5.4,0,0
3,4,"sep","sun",22.5,42,5.4,0,0
3,4,"sep","tue",17.9,45,3.1,0,0
3,4,"sep","fri",19.8,50,131.8,0,0
3,4,"oct","sun",20.6,24,5.4,0,0
3,5,"mar","mon",9,49,2.2,0,0
3,5,"oct","wed",15.9,46,3.6,0,0
4,6,"mar","sun",10.6,46,4.9,0,0
3,5,"aug","sat",17.6,52,5.8,0,0
3,6,"sep","sun",17.2,58,1.3,0,0
3,6,"sep","mon",15.6,66,3.1,0,0
1,4,"sep","tue",21.7,38,2.2,0,0.43
2,5,"sep","mon",21.9,39,1.8,0,0.47
1,2,"aug","wed",23.3,31,4.5,0,0.55
1,2,"jul","sat",16.6,53,5.4,0,0.71
6,5,"aug","thu",27.4,22,4,0,0.9
5,4,"January","mon",13.2,40,5.4,0,0.95
8,3,"sep","tue",24.2,28,3.6,0,0.96
2,2,"aug","tue",17.4,43,6.7,0,1.07
8,6,"sep","thu",23.7,25,4.5,0,1.12
6,5,"jun","fri",23.2,39,5.4,0,1.19
3,4,"jul","sat",24.6,43,1.8,0,1.43
5,4,"sep","fri",20.1,47,4.9,0,1.46
1,5,"sep","sat",29.6,27,2.7,0,1.46
2,2,"February","wed",18.4,45,3.6,0,1.63
2,4,"aug","wed",20.5,35,4,0,1.64
7,4,"sep","Saturday",19,34,5.8,0,1.69
8,5,"sep","sun",17.8,67,2.2,0,2.01
6,5,"mar","fri",14.6,26,9.4,0,2.53
8,6,"aug","thu",20.7,45,2.2,0,2.55
5,4,"sep","wed",21.9,35,1.8,0,2.57
8,6,"aug","wed",17.4,50,4,0,2.69
7,4,"aug","sun",20.1,39,5.4,0,2.74
4,4,"sep","mon",17.7,39,2.2,0,3.07
1,4,"aug","sat",14.2,53,1.8,0,3.5
1,4,"aug","sat",20.3,39,4.9,0,4.53
6,5,"apr","thu",5.8,54,5.8,0,4.61
2,5,"aug","sun",19.2,44,2.7,0,4.69
2,5,"sep","wed",18.3,45,2.2,0,4.88
8,6,"aug","Friday",14.4,66,5.4,0,5.23
8,6,"oct","mon",19.1,32,4,0,5.44
8,6,"mar","sun",11.5,39,5.8,0,7.19
6,4,"mar","sat",13.3,42,0.9,0,7.4
7,4,"mar","sun",11.5,60,4,0,8.24
2,2,"aug","tue",24.6,22,4.5,0,10.01
6,5,"apr","thu",5.8,54,5.8,0,10.93
4,5,"sep","thu",21.5,15,0.9,0,11.06
3,4,"sep","tue",13.9,59,6.3,0,11.24
1,5,"sep","tue",21.6,33,2.2,0,11.53
7,4,"feb","sun",8.8,68,2.2,0,13.05
4,5,"sep","thu",22.1,34,1.8,0,14.57
8,3,"sep","thu",23.2,26,4.9,0,23.41
7,4,"aug","sat",5.1,96,5.8,0,26
7,4,"sep","fri",20.1,47,4.9,0,26.13
7,3,"mar","mon",11,46,5.8,0,27.35
4,4,"mar","sat",17,27,4.9,0,28.66
4,4,"mar","sat",17,27,4.9,0,28.66
4,4,"sep","sun",16.9,60,1.3,0,29.48
4,5,"sep","wed",19.4,19,1.3,0,31.72
6,5,"mar","mon",15.2,27,3.1,0,31.86
2,2,"jul","fri",13.4,79,3.6,0,37.02
4,6,"sep","sun",28.3,26,3.1,0,64.1
4,4,"sep","wed",26.4,21,4.5,0,88.49
6,4,"sep","tue",18.7,43,2.7,0,103.39
9,4,"sep","tue",24.3,36,3.1,0,105.66
4,5,"sep","sat",17.7,25,3.1,0,154.88
2,4,"aug","sun",15.4,66,4,0,10.13
3,4,"aug","sun",26.8,38,6.3,0,0.76
5,4,"aug","sun",25.7,39,5.4,0,0.09
8,6,"aug","wed",28.7,28,2.7,0,0
3,4,"aug","wed",21.7,40,0.4,0,2.47
8,5,"aug","wed",26.8,25,3.1,0,0.68
7,4,"aug","thu",21.4,38,2.7,0,1.52
6,3,"aug","thu",18.9,41,3.1,0,10.34
8,6,"aug","sat",23.9,41,2.2,0,8.02
2,4,"aug","mon",28.3,32,4,0,8.85
3,4,"aug","fri",11.2,84,7.6,0,3.3
6,3,"aug","fri",19.3,39,3.6,0,1.56
4,4,"aug","fri",21.8,53,3.1,0,6.54
4,4,"aug","tue",22.1,54,7.6,0,0.79
6,5,"aug","tue",19.4,55,4,0,0.17
2,2,"aug","tue",23.7,24,3.1,0,0
3,4,"aug","tue",21,32,3.1,0,0
4,4,"aug","tue",19.1,53,2.7,0,4.4
2,2,"aug","tue",21.8,56,3.1,0,0.52
8,6,"aug","tue",20.1,58,4.5,0,9.27
4,6,"dec","thu",5.1,61,4.9,0,5.38
4,4,"dec","mon",4.6,21,8.5,0,22.03
4,4,"dec","mon",4.6,21,8.5,0,9.77
4,6,"dec","fri",2.2,59,4.9,0,9.27
6,5,"dec","tue",5.1,24,8.5,0,24.77
3,4,"feb","wed",8.8,35,3.1,0,1.1
2,5,"jul","sun",23.4,40,6.3,0,0
7,4,"jul","sat",22.1,49,2.7,0,0
7,4,"jul","sat",24.2,32,1.8,0,0
7,4,"jul","sat",24.3,30,1.8,0,0
4,5,"jul","fri",22.9,40,1.3,0,2.64
7,6,"jul","tue",26.9,28,5.4,0,86.45
7,5,"jun","sun",22.2,48,1.3,0,0
8,6,"jun","wed",19.6,43,4.9,0,0
6,5,"jun","sat",10.6,90,2.7,0,0
3,6,"jun","fri",19.2,38,4.5,0,0
6,5,"may","sat",11.3,94,4.9,0,0
7,4,"sep","sun",17.1,53,5.4,0,0.41
3,4,"sep","sun",23.8,35,3.6,0,5.18
7,4,"sep","sun",25.3,27,2.7,0,0
6,3,"sep","sun",24.8,28,1.8,0,14.29
4,4,"sep","wed",19.7,41,1.8,0,1.58
4,4,"sep","thu",19.2,24,4.9,0,3.78
6,5,"sep","thu",21.6,27,2.2,0,0
5,4,"sep","thu",21.6,28,6.3,0,4.41
6,3,"sep","thu",18.9,34,7.2,0,34.36
6,5,"sep","thu",16.8,28,4,0,1.01
3,5,"sep","thu",12.9,39,2.7,0,2.18
6,5,"sep","thu",13.7,56,1.8,0,4.42
5,4,"sep","sat",24.1,27,3.1,0,0
6,5,"sep","sat",21.2,32,2.2,0,0
4,3,"sep","sat",23.5,27,4,0,3.33
4,4,"sep","sat",17.1,41,2.2,0,11.22
2,3,"sep","mon",18,51,5.4,0,0
4,3,"sep","mon",NA,86,1.8,0,0
7,4,"sep","mon",19.3,44,2.2,0,0
6,3,"sep","mon",23,34,2.2,0,56.04
2,4,"sep","mon",20.4,41,1.8,0,1.47
8,6,"sep","mon",15.7,51,2.2,0,0
6,3,"sep","mon",20.6,2.2,1.8,0,0
6,3,"sep","mon",12.2,66,4.9,0,6.1
3,4,"sep","fri",17.4,57,4.5,0,0
5,4,"sep","fri",10.1,75,3.6,0,3.71
4,4,"sep","fri",15.4,53,6.3,0,7.31
7,4,"sep","fri",20.6,43,3.6,0,2.03
4,4,"sep","fri",20.8,35,4.9,0,1.26
6,3,"sep","fri",15.9,55,3.6,0,0
6,3,"sep","fri",19.7,39,2.7,0,0
1,4,"sep","fri",21.1,39,2.2,0,8.12
4,3,"sep","fri",17.3,45,4,0,3.94
6,5,"sep","tue",19.6,45,3.1,0,20.03
4,5,"sep","tue",16.4,27,3.6,0,0
7,4,"sep","sun",13.8,77,7.6,0,11.06
3,4,"jul","wed",14.2,58,4,0,0
4,5,"aug","sun",10.4,75,0.9,0,0
4,5,"jan","sun",5.2,100,0.9,0,0
8,6,"aug","thu",16.2,63,2.7,0,16.33
8,6,"aug","wed",28.2,29,1.8,0,5.86
9,6,"aug","thu",20.5,58,2.7,0,42.87
8,4,"aug","sat",21.3,44,4.5,0,12.18
2,4,"aug","sun",20.9,50,2.2,0,16
5,5,"mar","thu",11.6,48,5.4,0,0
7,4,"feb","mon",7.5,71,6.3,0,9.96
8,6,"sep","fri",20.7,46,2.7,0,30.18
1,3,"sep","sun",21.9,43,4,0,70.76
2,4,"mar","tue",15.2,19,7.6,0,0
4,3,"sep","sun",20.4,55,4.9,0,3.64
1,2,"aug","sat",25.9,32,3.1,0,0
9,9,"aug","fri",25,36,4,0,0
2,4,"sep","wed",21.8,34,2.2,0,6.04
2,2,"aug","tue",27.9,27,2.2,0,0
4,3,"sep","fri",19.9,44,3.1,0,7.8
6,3,"feb","fri",14.7,42,2.7,0,0
7,4,"feb","fri",8.2,53,9.4,0,4.62
9,4,"jul","mon",22.8,27,4.5,0,1.63
7,5,"aug","sat",26.4,33,3.6,0,0
5,4,"aug","sun",24.1,50,4,0,0
8,6,"aug","thu",27.5,27,4.9,0,746.28
6,3,"jul","tue",26.3,39,3.1,0,7.02
6,5,"mar","wed",13.8,24,5.8,0,0
2,4,"aug","sun",24.9,42,5.4,0,2.44
2,5,"aug","sun",24.8,36,4,0,3.05
8,6,"May","sun",29.3,27,3.6,0,6.3
1,3,"sep","sat",22.3,48,4,0,0.72
2,2,"aug","thu",20.4,56,2.2,0,0
8,6,"aug","thu",20.4,56,2.2,0,0
1,3,"aug","thu",26.2,34,5.8,0,0
7,4,"sep","thu",19.4,45,3.6,0,0
8,6,"aug","thu",23.9,38,6.7,0,0
2,4,"aug","sun",20.9,66,4.9,0,15.34
1,4,"aug","fri",22.2,45,3.6,0,0
8,6,"aug","sat",14.2,73,2.7,0,0
2,5,"aug","sat",23.6,53,4,0,6.43
6,5,"apr","mon",10.9,64,3.1,0,3.35
5,5,"aug","sun",17.3,80,4.5,0,0
6,5,"aug","sun",19.1,70,2.2,0,0
7,4,"sep","wed",10.5,77,4,0,0
4,5,"aug","wed",23.4,49,5.4,0,6.43
7,4,"aug","mon",17.7,65,4,0,0
3,4,"aug","thu",16.8,56,3.1,0,0
3,4,"jul","mon",17.9,48,2.7,0,0
2,4,"aug","thu",16.6,59,2.7,0,0
1,4,"aug","wed",19.9,50,4,0,82.75
8,6,"aug","Wednesday",18.9,64,4.9,0,3.32
7,4,"aug","sat",15.5,72,8,0,1.94
2,5,"aug","sat",18.9,64,4.9,0,0
8,6,"aug","sat",59.9,64,4.9,0,0
1,4,"sep","sun",14.5,76,7.6,0,3.71
6,5,"feb","tue",4.6,82,6.3,0,5.39
6,4,"feb","tue",5.1,77,5.4,0,2.14
2,2,"feb","sat",4.6,59,0.9,0,6.84
6,5,"mar","mon",10.2,45,5.8,0,3.18
3,4,"mar","wed",11.2,41,5.4,0,5.55
6,5,"mar","thu",13.3,27,3.6,0,6.61
6,3,"apr","sun",13.7,33,9.4,0,61.13
5,4,"apr","sun",17.6,27,5.8,0,0
4,3,"may","fri",18,40,4,0,38.48
8,3,"jun","mon",14.3,79,4,0,1.94
9,4,"jun","sat",24.5,50,3.1,0,70.32
4,3,"jun","thu",26.4,35,2.7,0,10.08
2,5,"jun","thu",22.7,40,9.4,0,3.19
4,3,"jul","thu",27.2,28,NA,0,1.76
7,4,"jul","mon",22.6,57,4.9,0,278.53
9,9,"jul","thu",71.2,25,4.5,0,2.75
4,3,"jul","thu",30.2,22,4.9,0,0
3,4,"aug","sun",23.4,40,5.8,0,1.29
8,6,"aug","sun",31,27,5.4,0,0
2,4,"aug","mon",30.6,28,3.6,0,2.07
5,4,"aug","tue",24.1,43,6.3,0,2
4,4,"aug","tue",19.4,71,7.6,0,46.7
4,4,"aug","wed",20.6,58,1.3,0,0
4,4,"aug","thu",32.4,21,4.5,0,0
1,3,"aug","fri",32.4,27,2.2,0,0
1,3,"aug","fri",27.5,29,4.5,0,43.32
6,6,"aug","sat",30.8,30,4.9,0,8.59
6,6,"aug","mon",23.9,42,2.2,0,0
3,4,"aug","tue",32.3,27,2.2,0,14.68
6,5,"aug","tue",33.3,26,2.7,0,40.54
7,5,"aug","tue",27.3,63,4.9,6.4,10.82
8,6,"aug","tue",21.6,65,4.9,0.8,0
7,5,"aug","tue",21.6,65,4.9,0.8,0
4,4,"aug","tue",20.7,69,4.9,0.4,0
2,4,"aug","wed",29.2,30,4.9,0,1.95
1,2,"aug","thu",26.7,35,1.8,0,5.8
1,2,"aug","fri",18.5,73,8.5,0,0
2,4,"aug","fri",25.9,41,3.6,0,0
4,3,"aug","sun",27.8,32,2.7,0,6.44
2,4,"aug","sun",21.9,71,5.8,0,54.29
7,4,"aug","sun",21.2,70,6.7,0,11.16
6,3,"nov","tue",11.8,31,4.5,0,0
